parameter_id,IMPC_XRY_067_001
parameter_name,Caudal processes
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
mouse_strain,C57BL
pvalue,0.8784054
analysis_id,ey66g31c8s710xg
gene_symbol,Bcs1l
