mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,53d7gt24984z6n6
parameter_id,MGP_PBI_016_001
gene_accession_id,MGI:1921802
pvalue,0.4157939
parameter_name,Monocyte percentage
gene_symbol,Nipal3
