gene_symbol,Snap23
parameter_id,MGP_MLN_014_001
mouse_strain,C57BL
analysis_id,6600ql19nd514g8
mouse_life_stage,Early adult
pvalue,0.7564848
gene_accession_id,MGI:109356
parameter_name,Resting CD8+ T cells - % of CD8+
