gene_symbol,Cntfr
analysis_id,q4p1qsvc3849og8
mouse_strain,C57BL
pvalue,0.108032
parameter_name,BMC/Body weight
gene_accession_id,MGI:99605
parameter_id,JAXLA_DXA_007_001
mouse_life_stage,Early adult
