mouse_strain,129SV
gene_accession_id,MGI:1921802
parameter_id,IMPC_ABR_006_001
analysis_id,p883ijn38cg26jn
pvalue,0.4327297
mouse_life_stage,Early adult
gene_symbol,Nipal3
parameter_name,12kHz-evoked ABR Threshold
