gene_symbol,Ivd
mouse_life_stage,Early adult
parameter_name,30kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_012_001
pvalue,0.4615392
analysis_id,g7715v9825aji02
gene_accession_id,MGI:1929242
mouse_strain,C57BL
