parameter_name,Periphery resting time
parameter_id,IMPC_OFD_011_001
analysis_id,h52e9dt59xy40bm
mouse_life_stage,Late adult
mouse_strain,C57BL
pvalue,0.6251725
gene_accession_id,MGI:2140475
gene_symbol,AU040320
