gene_symbol,Ints7
parameter_name,Center resting time
parameter_id,JAX_OFD_015_001
gene_accession_id,MGI:1924315
mouse_strain,C57BL
pvalue,0.5225307
mouse_life_stage,Early adult
analysis_id,nc0e543v4n7v77t
