gene_symbol,Cdin1
mouse_strain,C57BL
gene_accession_id,MGI:3026886
parameter_id,IMPC_GEO_048_002
parameter_name,Anophthalmia
pvalue,0.1160655
analysis_id,3d153sca656ppns
mouse_life_stage,Early adult
