parameter_name,Periphery resting time
parameter_id,HRWLLA_OFD_011_001
mouse_life_stage,Early adult
gene_accession_id,MGI:99605
analysis_id,5v7050f2z3w1e1e
pvalue,0.1658836
gene_symbol,Cntfr
mouse_strain,C57BL
