parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
gene_symbol,Nemp2
pvalue,0.691295
gene_accession_id,MGI:2444113
parameter_name,Prepulse inhibition - PP4
analysis_id,805366l84pg23kc
mouse_life_stage,Early adult
