parameter_name,Distance travelled - total
gene_accession_id,MGI:109356
mouse_life_stage,Middle aged adult
parameter_id,HRWLLA_OFD_020_001
analysis_id,26diubt2ju0o8bh
pvalue,0.7386091
gene_symbol,Snap23
mouse_strain,C57BL
