mouse_life_stage,Middle aged adult
parameter_name,Mean-corpuscular-haemoglobin
gene_symbol,Frmpd1
analysis_id,4r2pqx32af2ff7o
gene_accession_id,MGI:2446274
mouse_strain,C57BL
pvalue,0.4652321
parameter_id,M-G-P_016_001_006
