gene_symbol,Frmpd1
mouse_life_stage,Late adult
parameter_name,Eyelid morphology
parameter_id,IMPC_EYE_004_001
mouse_strain,C57BL
analysis_id,s51ampnw65b1i86
gene_accession_id,MGI:2446274
pvalue,0.5679392
