parameter_id,IMPC_GEO_048_002
parameter_name,Anophthalmia
mouse_life_stage,Early adult
pvalue,0.4388918
analysis_id,5ssz95v8t68cok2
gene_symbol,Trp53i11
gene_accession_id,MGI:2670995
mouse_strain,C57BL
