parameter_name,Embryo Size
pvalue,0.3013536
mouse_life_stage,Early adult
gene_accession_id,MGI:1913506
analysis_id,76hk068o8rh68tt
gene_symbol,Ssr2
parameter_id,IMPC_GEL_032_001
mouse_strain,C57BL
