gene_symbol,Bach2
mouse_strain,C57BL
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
parameter_name,Total bilirubin
parameter_id,IMPC_CBC_008_001
pvalue,0.5505915
analysis_id,4w07dmbqwmcg636
