parameter_id,MGP_MLN_014_001
mouse_life_stage,Early adult
parameter_name,Resting CD8+ T cells - % of CD8+
gene_symbol,Slc2a8
pvalue,0.8994014
analysis_id,234zn099xbwnps8
mouse_strain,C57BL
gene_accession_id,MGI:1860103
