gene_symbol,Dnajc6
parameter_id,IMPC_OFD_017_001
parameter_name,Center average speed
mouse_strain,C57BL
gene_accession_id,MGI:1919935
analysis_id,v82wr8e16257725
pvalue,0.8478655
mouse_life_stage,Early adult
