parameter_id,IMPC_ECG_008_001
mouse_strain,C57BL
analysis_id,3zv369708c0541h
gene_accession_id,MGI:1917810
mouse_life_stage,Early adult
gene_symbol,Wars2
parameter_name,ST
pvalue,0.3602882
