gene_symbol,Tbl1xr1
pvalue,0.2662155
analysis_id,c2493p37m89jge0
parameter_name,Hindpaw - size
parameter_id,JAXLA_CSD_041_002
gene_accession_id,MGI:2441730
mouse_strain,C57BL
mouse_life_stage,Late adult
