gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
pvalue,0.7027862
analysis_id,8nsz6ktj01x27ne
parameter_id,IMPC_ACS_006_001
parameter_name,Response amplitude - S
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
