gene_symbol,Bach2
mouse_life_stage,Early adult
pvalue,0.2926474
parameter_id,IMPC_CSD_051_002
parameter_name,Hindlimb nail - number
gene_accession_id,MGI:894679
mouse_strain,C57BL
analysis_id,m9jxv751m5ck8c8
