mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
parameter_name,Lens Opacity
mouse_strain,C57BL
parameter_id,UCDLA_EYE_017_001
gene_symbol,Ints7
analysis_id,75z74jc18n992z9
pvalue,0.478897
