parameter_name,Fat/Body weight
pvalue,0.4726987
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
gene_symbol,Gja10
analysis_id,3q46k0b7e80w954
mouse_strain,C57BL
gene_accession_id,MGI:1339969
