parameter_id,IMPC_CSD_011_001
parameter_name,Coat - hair distribution - back
gene_accession_id,MGI:1916846
mouse_life_stage,Early adult
gene_symbol,Ap5s1
analysis_id,q1fj1i63l2k6v15
pvalue,0.9423556
mouse_strain,C57BL
