parameter_name,Startle response
analysis_id,xp3eie8k545caq3
mouse_life_stage,Early adult
gene_accession_id,MGI:1914583
parameter_id,ESLIM_008_001_013
gene_symbol,Stk35
pvalue,0.1151868
mouse_strain,C57BL
