gene_symbol,Bpifa3
parameter_id,MGP_PBI_003_001
analysis_id,42q3jc74h2w722o
pvalue,0.5110458
mouse_life_stage,Early adult
mouse_strain,C54BL
parameter_name,CD4+ alpha beta T cell percentage
gene_accession_id,MGI:1920638
