parameter_id,MGP_MLN_074_001
pvalue,0.6116178
mouse_strain,C57BL
gene_symbol,Usp37
parameter_name,Effector CD8+ T cells - % of CD45+
analysis_id,3r839qo9q2630vx
gene_accession_id,MGI:2442483
mouse_life_stage,Early adult
