parameter_name,Embryo Size
analysis_id,0728zm07qbcmq33
gene_symbol,Alkbh3
pvalue,0.3880902
gene_accession_id,MGI:1916363
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GEL_032_001
