gene_symbol,Arpc5l
mouse_life_stage,Early adult
gene_accession_id,MGI:1921442
parameter_id,MGP_PBI_001_001
analysis_id,o6wi1746u443850
parameter_name,Total T cell percentage
pvalue,0.6519717
mouse_strain,C57BL
