parameter_id,IMPC_ECG_004_001
mouse_life_stage,Early adult
analysis_id,fs24wwm1ywpg378
gene_symbol,Dnajc6
pvalue,0.5249815
mouse_strain,C57BL
gene_accession_id,MGI:1919935
parameter_name,RR
