parameter_id,M-G-P_012_001_005
parameter_name,Body Weight
pvalue,0.8547881
analysis_id,i9u7217771kmp5l
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Zmynd19
gene_accession_id,MGI:1914437
