parameter_id,M-G-P_013_001_001
pvalue,0.3062336
analysis_id,95k28412dgo41ma
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1921442
gene_symbol,Arpc5l
parameter_name,Eye
