mouse_strain,129SV
gene_accession_id,MGI:99605
parameter_id,IMPC_DXA_010_001
analysis_id,x97fibdcz2zphdt
gene_symbol,Cntfr
mouse_life_stage,Early adult
pvalue,0.5192639
parameter_name,Bone Area
