mouse_life_stage,Middle aged adult
analysis_id,011u14463iotk25
parameter_name,PP1 + pulse startle magnitude
pvalue,0.3749732
parameter_id,ESLIM_011_001_007
mouse_strain,C57BL
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
