gene_symbol,Orc2
parameter_name,Chloride
pvalue,0.8790684
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
parameter_id,HMGULA_CBC_003_001
analysis_id,3854rn71dj7h3r7
mouse_strain,C57BL
