gene_symbol,Mecom
mouse_strain,C3H
parameter_name,Shape of vertebrae
mouse_life_stage,Early adult
analysis_id,my2su539ncftx69
parameter_id,IMPC_XRY_018_001
pvalue,0.542836
gene_accession_id,MGI:95457
