gene_symbol,Frmpd1
parameter_id,IMPC_GEP_076_001
mouse_life_stage,Early adult
parameter_name,Cleft palate
mouse_strain,C57BL
analysis_id,0r8s5575e1ndf4v
pvalue,0.2340113
gene_accession_id,MGI:2446274
