gene_symbol,Ahcy
gene_accession_id,MGI:87968
mouse_life_stage,Early adult
parameter_name,Radius
pvalue,0.3648362
analysis_id,t37zho29t3he255
mouse_strain,C57BL
parameter_id,IMPC_XRY_022_001
