gene_symbol,Wars2
gene_accession_id,MGI:1917810
pvalue,0.5262914
parameter_id,HRWLLA_OFD_010_001
mouse_life_stage,E12.5
analysis_id,73j2piq2th4x67w
parameter_name,Periphery distance travelled
mouse_strain,C57BL
