gene_symbol,Zmynd8
mouse_life_stage,Early adult
parameter_id,JAXLA_DXA_003_001
analysis_id,5064egl255384nm
gene_accession_id,MGI:1918025
pvalue,0.3553389
parameter_name,Lean mass
mouse_strain,129SV
