parameter_id,IMPC_CSD_016_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.9340672
gene_symbol,Toporsl
gene_accession_id,MGI:1915524
parameter_name,Coat - hair texture / appearance - abdomen
analysis_id,30ry21wco18c335
