mouse_life_stage,E15.5
analysis_id,39r391643ri1830
parameter_name,Number of rears - total
gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.1535629
parameter_id,JAX_OFD_021_001
gene_accession_id,MGI:88174
