gene_symbol,Tiprl
pvalue,0.2157165
parameter_name,CD8+ alpha beta T cell percentage
mouse_strain,C57BL
analysis_id,1r9o4wa038uo9k1
gene_accession_id,MGI:1915087
parameter_id,MGP_PBI_004_001
mouse_life_stage,E9.5
