parameter_name,Lean mass
parameter_id,IMPC_DXA_003_001
pvalue,0.901189
gene_symbol,Ppm1j
analysis_id,ix197u33c9ct8zi
mouse_life_stage,Early adult
gene_accession_id,MGI:1919137
mouse_strain,C57BL
