parameter_id,IMPC_GEL_011_001
pvalue,0.2136268
mouse_strain,C57BL
gene_accession_id,MGI:1914672
gene_symbol,Dhdds
analysis_id,i176xs597m4x9u4
mouse_life_stage,Early adult
parameter_name,Embryo turning
