gene_symbol,Psmd14
analysis_id,5bztii39idx2s94
pvalue,0.2040159
mouse_life_stage,Early adult
parameter_id,MGP_MLN_013_001
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:1913284
mouse_strain,C57BL
