gene_symbol,Hnf4a
mouse_strain,C57BL
parameter_id,IMPC_DXA_009_001
analysis_id,27tf6fo6ma97jrm
gene_accession_id,MGI:109128
parameter_name,Fat/Body weight
mouse_life_stage,Late adult
pvalue,0.5387426
