mouse_life_stage,Late adult
parameter_id,IMPC_XRY_021_001
gene_accession_id,MGI:2140475
gene_symbol,AU040320
parameter_name,Humerus
pvalue,0.6370631
analysis_id,i0l431b6996s0mk
mouse_strain,C57BL
