parameter_id,HRWLLA_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,Late adult
pvalue,0.1036612
analysis_id,xhsliev54g591z4
gene_symbol,Snap23
gene_accession_id,MGI:109356
parameter_name,Whole arena resting time
