parameter_id,IMPC_XRY_066_001
analysis_id,jucso6w9k4if330
gene_accession_id,MGI:1923029
gene_symbol,Dnaaf9
pvalue,0.7983382
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Sacral processes
