parameter_id,IMPC_HEM_037_001
pvalue,0.3620954
mouse_strain,C57BL
gene_symbol,Ubxn11
mouse_life_stage,Early adult
parameter_name,Basophil cell count
gene_accession_id,MGI:1914836
analysis_id,r8s22f7z5n6939w
