parameter_name,Eye
gene_symbol,F2
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_001_001
analysis_id,90g9w89rk535rpk
mouse_strain,C57BL
pvalue,0.7992762
gene_accession_id,MGI:88380
