parameter_id,IMPC_HEM_019_001
pvalue,0.562747
parameter_name,Mean platelet volume
mouse_strain,C57BL
gene_symbol,Ntmt2
gene_accession_id,MGI:2685053
analysis_id,82u47273712blu2
mouse_life_stage,Early adult
