parameter_id,JAX_SLW_014_001
gene_accession_id,MGI:109356
gene_symbol,Snap23
pvalue,0.05721226
analysis_id,55z51b01e8dm97f
parameter_name,Breath rate during sleep standard deviation
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
