parameter_id,IMPC_ACS_036_001
pvalue,0.263506
gene_symbol,Trdmt1
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1274787
analysis_id,5pny61895a267lm
parameter_name,% Pre-pulse inhibition - PPI4
