parameter_id,JAXLA_CSD_021_001
mouse_strain,C56BL
gene_symbol,Arpc2
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
parameter_name,Hindlimbs - shape
analysis_id,ll5rk4ie2041i22
pvalue,0.1203131
