gene_symbol,Rab13
analysis_id,6l040k003s1a0yz
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_069_001
parameter_name,Transitional B Cells (CD21/35 low)
mouse_strain,C57BL
pvalue,0.5155971
gene_accession_id,MGI:1927232
