gene_symbol,Tatdn3
pvalue,0.7845416
analysis_id,7d6dfn7159bl31d
parameter_name,Neutrophils
parameter_id,IMPC_IMM_050_001
gene_accession_id,MGI:1916222
mouse_life_stage,Early adult
mouse_strain,C57BL
