parameter_id,IMPC_XRY_018_001
gene_symbol,Fpgs
analysis_id,87d6h1zu30z51p0
mouse_strain,C57BL
parameter_name,Shape of vertebrae
pvalue,0.8514636
mouse_life_stage,Early adult
gene_accession_id,MGI:95576
