parameter_id,IMPC_EYE_016_001
gene_accession_id,MGI:1918025
parameter_name,Lens
pvalue,0.5228982
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Zmynd8
analysis_id,o2ew53ltt0319h7
