parameter_id,IMPC_GEL_063_001
analysis_id,w5sx79k8607e44i
parameter_name,Delayed embryonic development
gene_accession_id,MGI:2444113
mouse_strain,C57BL
pvalue,0.7094336
gene_symbol,Nemp2
mouse_life_stage,Early adult
