gene_symbol,Secisbp2l
parameter_id,IMPC_HWT_008_001
mouse_life_stage,Middle aged adult
analysis_id,bcsf43j55s3386w
pvalue,0.2532428
parameter_name,Heart weight
mouse_strain,C57BL
gene_accession_id,MGI:1917604
